,0,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19
0,0.72182715,101,0.6901994,25,0.6740869,29,0.65359634,74,0.64938295,103,54,0.6368046,71,0.62088215,66,0.6107552,151,0.5973422,0.584837,134,113,0.58409166,0.5781001,102,179,0.5748646,153,0.565961,0.56311464,58,52,0.55568594,129,0.5465747,21,0.5352558,138,0.5306479,0.52513456,88
1,0.49350762,166,0.47769892,42,0.4776588,184,0.44821244,191,0.43079576,175,91,0.41964054,106,0.3985213,181,0.3946575,97,0.39207804,0.38271236,21,164,0.3824067,0.38148767,13,109,0.37815022,32,0.3743465,0.37324607,44,67,0.3616383,77,0.3591327,136,0.35900408,174,0.35286555,0.35047552,89
2,0.58649385,20,0.46481055,140,0.46156484,56,0.45799887,36,0.4578805,50,199,0.4522999,22,0.45060998,146,0.44978344,15,0.4482296,0.4454706,68,168,0.4424491,0.43945342,119,90,0.43832803,147,0.4336315,0.43348485,154,23,0.42742372,120,0.42561215,130,0.42486715,145,0.42402458,0.42238122,191
3,0.5005573,128,0.3821048,46,0.36996585,65,0.36070293,143,0.36018848,49,39,0.35598338,108,0.34361464,87,0.34313348,95,0.3424921,0.34190953,113,191,0.34124237,0.33935648,75,195,0.33570868,6,0.3321892,0.3226848,180,30,0.32131594,67,0.32035035,88,0.31943762,38,0.3191439,0.31816924,187
4,0.72173584,194,0.69069064,5,0.6451137,91,0.6325152,26,0.6071836,187,96,0.60266864,19,0.5884122,106,0.5782902,89,0.5571153,0.5393945,97,6,0.5146712,0.5102216,95,42,0.50468075,114,0.50147635,0.5013677,180,111,0.4949742,64,0.4949125,195,0.4843101,54,0.48326418,0.4822681,174
5,0.7770932,91,0.7461077,194,0.7257872,26,0.69069064,4,0.66941905,19,96,0.6629127,106,0.662213,42,0.63138354,97,0.6216324,0.5942301,187,111,0.57681155,0.5737884,89,72,0.56443304,180,0.5612558,0.55599475,191,114,0.54672027,79,0.54508483,64,0.539251,174,0.5335473,0.532076,63
6,0.60009825,33,0.5983362,82,0.5965948,115,0.56761986,88,0.5630256,183,81,0.5619603,65,0.538451,105,0.5277877,150,0.5266939,0.52350146,190,12,0.522756,0.51602364,108,66,0.51586884,4,0.5146712,0.51257765,41,195,0.5094365,26,0.5080447,194,0.507787,167,0.5039564,0.4950823,51
7,0.51560265,143,0.46021885,178,0.4484183,187,0.44638193,97,0.4383682,150,180,0.43504843,5,0.43284422,110,0.42201048,98,0.4203046,0.41907817,136,11,0.41794693,0.413332,96,91,0.41061905,174,0.40632063,0.4024362,104,115,0.40019655,79,0.3975971,72,0.39293987,19,0.3926586,0.3878246,166
8,0.7794592,67,0.7147995,122,0.7023175,13,0.69946253,10,0.67464745,85,160,0.66480994,165,0.582155,100,0.57730865,9,0.5421593,0.5383849,159,24,0.52896976,0.5217282,140,66,0.5085567,55,0.5081688,0.5045754,68,36,0.50441694,107,0.48667008,173,0.48665142,151,0.48508638,0.48394704,164
