,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.99999994,0.2098003,0.32752514,0.250383,0.29047862,0.2560937,0.32064605,0.2275829,0.25496587,0.20156506,0.34209487,0.21351334,0.43329608,0.18480259,0.34061486,0.31445307,0.28075558,0.3319465,0.29536906,0.2672646,0.23536034,0.3972261,0.4552169,0.45076838,0.16503829,0.44750917,0.34212375,0.24413866,0.19152567,0.24965663,0.28561002,0.3208189,0.24440977,0.53556484,0.21597928,0.31649983,0.36484504,0.33727822,0.26084566,0.44499105,0.401597,0.45713145,0.28437495,0.24901772,0.3592533,0.3473717,0.23143122,0.23061404,0.36987275,0.3801872,0.19056222,0.3565113,0.48356804,0.3829375,0.3621827,0.28514782,0.38157725,0.35618526,0.24231118,0.24018088,0.29517117,0.24934736,0.4917158,0.32606393,0.3628174,0.32116526,0.27686155,0.2899421,0.2343128,0.282396,0.29589084,0.3230824,0.34017015,0.35604262,0.52076685,0.25024468,0.30014336,0.34665155,0.09419457,0.4356862,0.33660215,0.4595147,0.46942753,0.34507734,0.43436497,0.4863358,0.31091437,0.27907166,0.43531436,0.43102792,0.39422363,0.28366894,0.3259614,0.2757715,0.1938615,0.2195966,0.27145505,0.39006978,0.31540763,0.12291228
1,0.2098003,1.0000002,0.08373739,0.777382,0.827743,0.8780273,0.62643677,0.8915689,0.81595635,0.8732127,0.727937,0.25157517,0.40000054,0.88731384,0.39408886,0.23497355,0.68682647,0.13827997,0.18089373,0.8619393,0.8174324,0.50534725,0.39926982,0.42657328,0.08230785,0.7169052,0.74214685,0.82684594,0.009153817,0.8104719,0.7363707,0.01909597,0.87143946,0.46347582,0.8270254,0.42378992,0.24051276,0.7053033,0.8444427,0.634913,0.09111958,0.14601576,0.80938995,0.8756296,0.32340696,0.7727587,0.85068786,0.87314904,0.078511186,0.27831912,0.83777064,0.49347842,0.70431876,0.5854357,0.48090833,0.39169812,0.7356768,0.7843838,0.8276974,0.9034685,0.40732515,0.8455437,0.42497963,0.22892791,0.7759812,0.8260149,0.85525846,0.7977147,0.86114854,0.84639585,0.85854274,0.77877545,0.8157219,0.73777616,0.332635,0.87408257,0.35445297,0.48046595,0.012784608,0.7187816,0.7139822,0.36640295,0.37519908,0.70330226,0.5362365,0.6365981,0.20431554,0.8624914,0.7132561,0.51756424,0.5267471,0.86770344,0.60194886,0.054531544,0.8364905,0.8361924,0.33378512,0.7535931,0.74880886,0.03239795
2,0.32752514,0.08373739,0.9999998,0.15230173,0.14036782,0.117643565,0.26629782,0.08767413,0.1111981,0.055083327,0.17020825,0.3325361,0.5124788,0.028865535,0.38502124,0.3578093,0.22210167,0.2989173,0.2369386,0.093500584,0.09602387,0.38831842,0.5159788,0.5430037,0.38946763,0.19945028,0.2082968,0.124370925,0.33847773,0.090685315,0.189884,0.44442225,0.09658815,0.48384458,0.042359594,0.34278715,0.51958275,0.28611997,0.057509482,0.34361082,0.29003984,0.32131296,0.19601402,0.14574471,0.2965733,0.1947094,0.06683928,0.1256345,0.36317155,0.33919197,0.07804163,0.32323882,0.24356136,0.25464737,0.157616,0.27795523,0.24840224,0.28297627,0.105503544,0.10160151,0.30957958,0.13061786,0.4128355,0.34849375,0.255256,0.18783143,0.1607755,0.16965973,0.13696754,0.12125155,0.026912458,0.1051881,0.20461883,0.28209457,0.36055315,0.13558969,0.42799866,0.3118049,0.20341139,0.32150108,0.26237106,0.46410775,0.29628006,0.24100724,0.33849812,0.26121634,0.25225386,0.07268472,0.3313552,0.3677097,0.39528507,0.1393363,0.29430467,0.2504356,0.079209805,0.13387506,0.35354984,0.30434895,0.15443799,0.4037297
3,0.250383,0.777382,0.15230173,1.0,0.72955525,0.7760968,0.57951725,0.79728985,0.7745694,0.7691972,0.68909585,0.28369465,0.34236932,0.75989544,0.3538785,0.29706883,0.62245464,0.11536944,0.15907055,0.7169341,0.7393831,0.51136523,0.3413705,0.36786574,0.16847233,0.67286193,0.69334686,0.6843318,0.0020225067,0.73072207,0.67222834,0.1610961,0.7488509,0.42282218,0.7605456,0.3739831,0.26719344,0.65147,0.7922609,0.61136675,0.15321241,0.25976554,0.64743245,0.70264465,0.25205588,0.69618505,0.7807609,0.7734445,0.1774812,0.36141026,0.7286962,0.52774894,0.7034711,0.5499987,0.4923029,0.3079812,0.71569943,0.6808591,0.7162678,0.7783512,0.34759653,0.7820489,0.45350137,0.18976617,0.6920542,0.7580724,0.7754284,0.71565175,0.74924886,0.75121653,0.79185325,0.6940759,0.6976151,0.6557653,0.33794945,0.7638736,0.32821047,0.51645017,0.008878674,0.6921085,0.6920964,0.35390994,0.3751362,0.61679673,0.44645756,0.62470424,0.09677243,0.7965269,0.6298417,0.49915236,0.4793014,0.7507148,0.53809947,0.021321429,0.7277357,0.76770616,0.25542232,0.6605136,0.6908487,0.08895464
4,0.29047862,0.827743,0.14036782,0.72955525,1.0000002,0.88120687,0.7938119,0.7969455,0.84063435,0.8862215,0.88655245,0.20577808,0.5469215,0.88414335,0.5957867,0.2571882,0.8168831,0.13414517,0.1431767,0.93605727,0.90771186,0.56899995,0.51937383,0.5206562,0.11584019,0.861959,0.8411714,0.8344308,0.075076364,0.9254992,0.836043,0.104306735,0.8830403,0.5820863,0.9162276,0.6057067,0.23332132,0.822289,0.8296854,0.60338604,0.26196477,0.25285274,0.7487657,0.8874042,0.35152072,0.8944219,0.8604866,0.84227777,0.13625012,0.22972229,0.8893576,0.71398735,0.83021563,0.6055985,0.60244644,0.5607146,0.8273436,0.82947206,0.89629066,0.88278687,0.583121,0.89858246,0.53219414,0.26781034,0.85367435,0.9206431,0.887674,0.89254236,0.8508116,0.9050907,0.83130413,0.90881705,0.8500696,0.7577492,0.35029554,0.90454006,0.5293592,0.44347376,-0.03399916,0.7483952,0.77585375,0.5084349,0.5136169,0.84409547,0.68447244,0.7265368,0.23014274,0.7835344,0.7785444,0.50743943,0.6781728,0.9252961,0.75243783,0.095982924,0.88915217,0.8665726,0.40725988,0.851089,0.66526365,0.11717771
5,0.2560937,0.8780273,0.117643565,0.7760968,0.88120687,1.0,0.69942874,0.88730776,0.863155,0.90804505,0.8098787,0.29425573,0.4916826,0.8988987,0.44756526,0.37206203,0.73615074,0.21371758,0.21537304,0.908475,0.8386421,0.54563826,0.4201776,0.4556527,0.14662124,0.7813151,0.799181,0.88259745,0.0758132,0.8451505,0.7773752,0.08141005,0.87434673,0.53524566,0.861434,0.47310948,0.28960449,0.7801243,0.8825309,0.70108485,0.19933596,0.22704136,0.8231824,0.89876556,0.40343055,0.8415924,0.871475,0.8773801,0.13542299,0.33638757,0.85715294,0.5981401,0.7781899,0.6598071,0.6000798,0.41446957,0.82756484,0.8241937,0.8751183,0.92013025,0.4415462,0.8773587,0.5219815,0.3337176,0.8306108,0.88628864,0.8945872,0.84203076,0.882234,0.88430536,0.8502965,0.8180374,0.8793937,0.80227447,0.35736445,0.90313715,0.46807092,0.49360022,0.022653688,0.7936847,0.7699353,0.46486497,0.471128,0.7563226,0.6314279,0.73809683,0.2708661,0.8559584,0.7595013,0.5863697,0.61955273,0.9079326,0.66778755,0.14744402,0.8570169,0.8552597,0.4706173,0.8305392,0.78499615,0.10276514
6,0.32064605,0.62643677,0.26629782,0.57951725,0.7938119,0.69942874,1.0,0.6001016,0.61711353,0.7240946,0.74627095,0.20022544,0.7741427,0.6377255,0.8103063,0.20819527,0.91578245,0.12327329,0.11115049,0.7523151,0.85176617,0.60584176,0.71126604,0.68250465,0.12578551,0.8757591,0.79606116,0.65815294,0.11912024,0.8551852,0.8382515,0.2020945,0.6622404,0.6655642,0.70182884,0.81021714,0.32212856,0.85615075,0.6250665,0.5064784,0.41367874,0.3819267,0.61399,0.7748828,0.27376032,0.9051119,0.7018436,0.7226441,0.13497508,0.21129115,0.7246208,0.87287766,0.7922766,0.40568823,0.3664676,0.73852587,0.807947,0.75068605,0.66565496,0.68157715,0.7821653,0.79134154,0.55723935,0.17742029,0.8229091,0.84865296,0.85172653,0.85774493,0.70185876,0.79166937,0.63205564,0.7690427,0.80390704,0.6780114,0.28304917,0.7039322,0.5668473,0.49035388,0.03069879,0.68620646,0.74681115,0.7047646,0.47865793,0.8811621,0.79515254,0.5607786,0.15988404,0.656965,0.8086266,0.34544897,0.7908714,0.83190477,0.8953984,0.09548104,0.72853446,0.8011537,0.35720375,0.83408386,0.6330179,0.19457169
7,0.2275829,0.8915689,0.08767413,0.79728985,0.7969455,0.88730776,0.6001016,0.99999994,0.7856529,0.8206229,0.7456873,0.2651097,0.39127073,0.85096586,0.37280285,0.27068955,0.65624344,0.16672865,0.19024308,0.81215036,0.7879424,0.47114286,0.36759025,0.39141828,0.11533334,0.7116566,0.6965741,0.7621906,0.05660899,0.7613162,0.70030385,0.05884088,0.8623061,0.4455224,0.8191204,0.41056174,0.2229594,0.66618663,0.8143108,0.5973654,0.12576032,0.19376235,0.72887063,0.8046105,0.31030172,0.7746674,0.8219391,0.86026573,0.12611857,0.36564827,0.7954718,0.5159782,0.726897,0.6292793,0.55319977,0.34064317,0.70962656,0.7705786,0.80639696,0.9050373,0.37640703,0.83580637,0.44359517,0.236597,0.74186134,0.792313,0.83619153,0.77810824,0.76923233,0.8269475,0.8804121,0.7523271,0.79197454,0.69272184,0.3180138,0.8572302,0.35082313,0.43610328,0.0116413925,0.7131597,0.70707285,0.3776179,0.3954301,0.67342025,0.51813114,0.6941706,0.17909883,0.88199806,0.67608345,0.5598236,0.49116087,0.8393729,0.55510724,0.07179242,0.7963586,0.82032466,0.3781103,0.73594797,0.78327656,0.071478516
8,0.25496587,0.81595635,0.1111981,0.7745694,0.84063435,0.863155,0.61711353,0.7856529,1.0000001,0.9096761,0.7979324,0.23629864,0.39009672,0.9033811,0.4160167,0.29692477,0.6835694,0.15987065,0.13221814,0.88555384,0.7915677,0.4992786,0.38350382,0.4064563,0.10694751,0.74036753,0.78928995,0.8061521,0.019992018,0.8333735,0.7435907,0.07498221,0.88597757,0.46736628,0.8447945,0.4374355,0.2363308,0.6852404,0.9357847,0.6548791,0.15083642,0.22947767,0.7070525,0.81255513,0.4326206,0.755201,0.8447586,0.835791,0.1382292,0.23839232,0.8492374,0.5327743,0.75900805,0.65554386,0.5847793,0.38043666,0.77852523,0.7390684,0.8764484,0.8332546,0.39875445,0.8408997,0.48189577,0.34420204,0.77274835,0.8414773,0.82307637,0.82750773,0.86704355,0.8586657,0.8282465,0.8171387,0.7505397,0.75369537,0.35864356,0.88346446,0.4046596,0.44968015,-0.05369539,0.70167977,0.69644284,0.41250885,0.42716846,0.68007016,0.5891166,0.67132956,0.16454932,0.797595,0.71339524,0.55889696,0.5849304,0.8251487,0.6232476,0.07076661,0.847527,0.77220064,0.3265205,0.7509147,0.66967964,0.045559403
9,0.20156506,0.8732127,0.055083327,0.7691972,0.8862215,0.90804505,0.7240946,0.8206229,0.9096761,1.0,0.8026761,0.20381115,0.46385986,0.9326207,0.48540735,0.25887513,0.7852446,0.087384455,0.1377205,0.92748904,0.8843548,0.49681243,0.42345512,0.4509126,0.064896494,0.79207605,0.8011545,0.87193775,0.015157517,0.89501953,0.80611897,0.02909108,0.890676,0.4859789,0.8779552,0.51104844,0.22221965,0.7646253,0.9136347,0.63438386,0.18443671,0.19289127,0.7667172,0.91524947,0.32463247,0.8420557,0.91191804,0.90622807,0.077630475,0.20920905,0.9204323,0.603072,0.7742382,0.57459915,0.5228714,0.4627515,0.81389844,0.78051955,0.89712703,0.8714496,0.48434436,0.8871341,0.47873217,0.23274957,0.8155581,0.90954334,0.9031687,0.8807672,0.92746437,0.8962891,0.82639796,0.85066247,0.8270277,0.78161263,0.2743923,0.9116411,0.40814456,0.46208635,-0.061340492,0.70692754,0.7458804,0.4467368,0.4242981,0.75573933,0.63196087,0.66798973,0.21640071,0.8321137,0.7568462,0.47295916,0.5968854,0.89710367,0.72356206,0.076901644,0.9202292,0.85506946,0.3392628,0.7908436,0.6966906,0.024641708
